Course Name,,Difficulty Level,Course Rating,Course URL,,Skills,Description
"Foundations: Data, Data, Everywhere",,Beginner,4.33,https://www.coursera.org/learn/foundations-data,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Foundations Data.
Oracle Cloud Infrastructure Foundations,,Beginner,4.54,https://www.coursera.org/learn/oraclecloud-infrastructure-foundations,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Oracle Cloud.
Foundations of Project Management,,Beginner,4.27,https://www.coursera.org/learn/project-management-foundations,,"business, professional_skills, programming",Structured learning path combining theoretical knowledge and practical skills in Foundations Project.
Meta Social Media Marketing,,Beginner,4.45,https://www.coursera.org/professional-certificates/facebook-social-media-marketing,,programming,Structured learning path combining theoretical knowledge and practical skills in Meta Social.
R Programming,,Beginner,4.19,https://www.coursera.org/learn/r-programming,,programming,Structured learning path combining theoretical knowledge and practical skills in Programming.
Crash Course on Python,,Beginner,4.03,https://www.coursera.org/learn/python-crash-course,,programming,In-depth training program covering essential Crash Course skills with a focus on real-world applications.
Security in Google Cloud,,Beginner,4.42,https://www.coursera.org/specializations/security-google-cloud-platform,,"cloud_and_devops, programming","Comprehensive beginner course designed to build Security Google expertise through practical, hands-on learning."
Architecting with Google Compute Engine,,Beginner,4.85,https://www.coursera.org/specializations/gcp-architecture,,programming,In-depth training program covering essential Architecting Google skills with a focus on real-world applications.
Project Initiation: Starting a Successful Project,,Beginner,4.94,https://www.coursera.org/learn/project-initiation-google,,programming,Structured learning path combining theoretical knowledge and practical skills in Project Initiation.
Use Generative AI as Your Thought Partner,,Advanced,4.93,https://www.coursera.org/learn/use-generativeai-as-your-thought-partner,,"ai_and_ml, programming","Cutting-edge course exploring the latest trends and techniques in Use Generative, tailored for advanced learners."
Prepare Data for Exploration,,Beginner,4.5,https://www.coursera.org/learn/data-preparation,,programming,Structured learning path combining theoretical knowledge and practical skills in Prepare Data.
The Bits and Bytes of Computer Networking,,Beginner,4.28,https://www.coursera.org/learn/computer-networking,,programming,"Comprehensive beginner course designed to build The Bits expertise through practical, hands-on learning."
Google Cloud Digital Leader Training,,Intermediate,3.61,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training,,"cloud_and_devops, programming",Professional-level curriculum that takes you from intermediate to advanced proficiency in Google Cloud.
Finance & Quantitative Modeling for Analysts,,Beginner,3.61,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,,"business, programming","Comprehensive beginner course designed to build Finance Quantitative expertise through practical, hands-on learning."
Preparing for Google Cloud Certification: Cloud Architect,,Intermediate,4.19,https://www.coursera.org/professional-certificates/gcp-cloud-architect,,"cloud_and_devops, programming",Structured learning path combining theoretical knowledge and practical skills in Preparing Google.
Terraform for absolute beginners,,Beginner,3.54,https://www.coursera.org/projects/terraform-for-absolute-beginners,,"cloud_and_devops, programming","Comprehensive beginner course designed to build Terraform expertise through practical, hands-on learning."
Introduction to Terraform,,Beginner,4.52,https://www.coursera.org/learn/codio-terraform,,"cloud_and_devops, programming",Professional-level curriculum that takes you from beginner to advanced proficiency in Introduction Terraform.
Getting Started with Terraform for Google Cloud,,Beginner,4.05,https://www.coursera.org/learn/getting-started-with-terraform-for-google-cloud,,"cloud_and_devops, programming","Comprehensive beginner course designed to build Getting Started expertise through practical, hands-on learning."
Terraform Fundamentals,,Beginner,4.45,https://www.coursera.org/projects/googlecloud-terraform-fundamentals-hkxku,,"cloud_and_devops, programming",In-depth training program covering essential Terraform Fundamentals skills with a focus on real-world applications.
Infrastructure as Code with Terraform,,Beginner,3.56,https://www.coursera.org/projects/googlecloud-infrastructure-as-code-with-terraform-jwta0,,"cloud_and_devops, programming","Comprehensive beginner course designed to build Infrastructure Code expertise through practical, hands-on learning."
Infrastructure Automation with Terraform,,Beginner,3.6,https://www.coursera.org/learn/infrastructure-automation-with-terraform,,"cloud_and_devops, programming",Structured learning path combining theoretical knowledge and practical skills in Infrastructure Automation.
DevOps Mastery,,Advanced,3.97,https://www.coursera.org/specializations/devops-mastery,,programming,"Cutting-edge course exploring the latest trends and techniques in Dev Ops, tailored for advanced learners."
Exam Prep: HashiCorp Certified Terraform Associate (003),,Beginner,3.85,https://www.coursera.org/learn/exam-prep-hashicorp-certified-terraform-associate-003,,"cloud_and_devops, programming","Comprehensive beginner course designed to build Exam Prep expertise through practical, hands-on learning."
Terraform for the Absolute Beginner with Hands-on Labs,,Beginner,4.29,https://www.coursera.org/learn/terraform-for-the-absolute-beginner,,"cloud_and_devops, programming","Comprehensive beginner course designed to build Terraform Absolute expertise through practical, hands-on learning."
Kubernetes Engine: Qwik Start,,Intermediate,4.87,https://www.coursera.org/projects/googlecloud-kubernetes-engine-qwik-start-6slqv,,"cloud_and_devops, programming",Professional-level curriculum that takes you from intermediate to advanced proficiency in Kubernetes Engine.
Cloud SQL with Terraform,,Beginner,4.68,https://www.coursera.org/projects/googlecloud-cloud-sql-with-terraform-vb2se,,"cloud_and_devops, programming","Comprehensive beginner course designed to build Cloud Terraform expertise through practical, hands-on learning."
Architecting with Google Compute Engine 日本語版,,Beginner,3.87,https://www.coursera.org/specializations/gcp-architecture-jp,,programming,"Comprehensive beginner course designed to build Architecting Google expertise through practical, hands-on learning."
Deploy Kubernetes Load Balancer Service with Terraform,,Intermediate,4.93,https://www.coursera.org/projects/googlecloud-deploy-kubernetes-load-balancer-service-with-terraform-peoa4,,"cloud_and_devops, programming","Comprehensive intermediate course designed to build Deploy Kubernetes expertise through practical, hands-on learning."
Getting Started with Terraform for Google Cloud - Português,,Beginner,4.99,https://www.coursera.org/learn/getting-started-with-terraform-for-google-cloud---portugus,,"cloud_and_devops, programming",Professional-level curriculum that takes you from beginner to advanced proficiency in Getting Started.
Interact with Terraform Modules,,Intermediate,4.26,https://www.coursera.org/projects/googlecloud-interact-with-terraform-modules-7tizt,,"cloud_and_devops, programming","Cutting-edge course exploring the latest trends and techniques in Interact Terraform, tailored for intermediate learners."
Managing Terraform State,,Beginner,4.88,https://www.coursera.org/projects/googlecloud-managing-terraform-state-a2qrq,,"cloud_and_devops, programming","Cutting-edge course exploring the latest trends and techniques in Managing Terraform, tailored for beginner learners."
Cloud Run Canary Deployments,,Beginner,3.6,https://www.coursera.org/projects/googlecloud-cloud-run-canary-deployments-fxbzw,,programming,Professional-level curriculum that takes you from beginner to advanced proficiency in Cloud Run.
Networking in Google Cloud 日本語版,,Beginner,4.68,https://www.coursera.org/specializations/networking-google-cloud-platform-jp,,"cloud_and_devops, programming",Structured learning path combining theoretical knowledge and practical skills in Networking Google.
